,name,id_prod_company,id
815,Universal Pictures,33,8987
816,David Foster Productions,496,8987
817,Turman-Foster Company,662,8987
818,Twentieth Century Fox Film Corporation,306,1637
819,Metro-Goldwyn-Mayer (MGM),8411,15128
820,Universal Pictures,33,8831
821,Renaissance Pictures,467,8831
822,Dark Horse Entertainment,552,8831
823,Largo Entertainment,1644,8831
824,Signature Pictures,2982,8831
825,JVC Entertainment Networks,4248,8831
826,Twentieth Century Fox Film Corporation,306,36955
827,Lightstorm Entertainment,574,36955
828,Touchstone Pictures,9195,10449
829,Columbia Pictures,5,10395
830,Tig Productions,335,12160
831,Warner Bros.,6194,12160
832,Kasdan Pictures,13040,12160
833,Paragon Entertainment Corp.,24217,12160
834,Touchstone Pictures,9195,40480
835,Tool Shed Productions,21857,40480
836,BBC Films,288,52038
837,Majestic Films International,2630,52038
838,Little Bird,11358,52038
839,Gramercy Pictures,37,29444
840,PolyGram Filmed Entertainment,1382,29444
841,Caravan Pictures,175,26352
842,Hollywood Pictures,915,26352
843,Strand Releasing,3923,39953
844,Strand Home Video,25583,39953
845,Eve Productions Inc.,170,315
846,Bolex Brothers,6215,18242
847,Lumen Films,6216,18242
848,Tara,6217,18242
849,Universal Pictures,33,11667
850,Capcom,7220,11667
851,Propaganda Films,278,32502
852,Motion Picture Corporation of America (MPCA),11061,32502
853,Polygram Filmed Entertainment,31080,32502
854,Snowback Productions,33419,32502
855,Live Entertainment,285,28732
856,Capitol Films,826,28732
857,Bates Entertainmant,16835,28732
858,A-Pix Entertainment,14280,75555
859,Devin Entertainment,37300,75555
860,Walt Disney Pictures,2,42981
861,Theodore Thomas Productions,90509,42981
862,Overseas FilmGroup,888,278939
863,Skyline Entertainment Partners,38179,291731
864,Arrow,38289,291731
865,Home Box Office (HBO),3268,203119
866,Frozen Rope Productions Inc.,38276,203119
867,Trans-Film,2662,8011
868,Initial Groupe,22240,8011
869,Lumière Pictures,25129,8011
870,Fallingcloud,30655,8011
871,New Line Cinema,12,2654
872,New Line Cinema,12,18069
873,New Line Cinema,12,19092
874,Paramount Pictures,4,2758
875,Orion Pictures,41,2758
876,Scott Rudin Productions,258,2758
877,HBO Independent Productions,21222,38129
878,Columbia Pictures,5,10436
879,Twentieth Century Fox Film Corporation,306,13595
880,Island World,1595,13595
881,Robert Simonds Productions,3929,13595
882,Hollywood Pictures,915,46094
883,PolyGram Filmed Entertainment,1382,46094
884,Interscope Communications,10201,46094
885,Nomura Babcock & Brown,12883,46094
886,NBB Unit One Film Partners,82606,46094
887,Longview Entertainment,82607,46094
888,Touchstone Pictures,9195,9409
889,Twentieth Century Fox Film Corporation,306,11853
890,"Ruddy Morgan Organization, The",89311,11853
891,Fine Line Features,8,16771
892,Castle Rock Entertainment,97,16771
893,Barcelona Films,16737,16771
894,Warner Bros.,6194,46924
895,Enigma Productions,7049,46924
896,BSB,58750,46924
897,NatWest Ventures,79560,46924
898,Fujisankei,79561,46924
899,Twentieth Century Fox Film Corporation,306,11041
900,Paramount Pictures,4,306
901,Eddie Murphy Productions,30,306
902,Warner Bros.,6194,14522
903,New Line Cinema,12,26203
904,Trilogy Entertainment Group,2231,178
905,Metro-Goldwyn-Mayer (MGM),8411,178
906,Paramount Pictures,4,19819
907,Orion Pictures Corporation,14150,57834
908,Heathrow Productions,18070,57834
909,Warner Bros.,6194,4722
910,Dorset Productions,10098,4722
911,Robert H. Solo Productions,10099,4722
912,Mainline Pictures,70969,18215
913,HBO Films,7429,1607
914,Savoy Pictures,11308,1607
915,Touchstone Pictures,9195,26391
916,Columbia Pictures,5,117553
917,Parkway Productions,1350,117553
918,Universal Pictures,33,6075
919,Epic Productions,1988,6075
920,Bregman/Baer Productions,11393,6075
921,Columbia Pictures,5,11310
922,Castle Rock Entertainment,97,11310
923,Metro-Goldwyn-Mayer (MGM),8411,18658
924,TriStar Pictures,559,9350
925,Canal+,5358,9350
926,Carolco Pictures,14723,9350
927,RCS Video,23246,9350
928,Cliffhanger Productions,45728,9350
929,Pioneer,45729,9350
930,Paramount Pictures,4,9612
931,Hollywood Pictures,915,2124
932,Cinergi Pictures Entertainment,1504,2124
933,TriStar Pictures,559,26261
934,Imagine Entertainment,23,19176
935,Universal Pictures,33,19176
936,Metro-Goldwyn-Mayer (MGM),8411,49299
937,Maverick Picture Company,36863,49299
938,Cecchi Gori Europa N.V.,36864,49299
939,Eye Productions,36865,49299
940,Pentamerica,68062,49299
941,Donner/Shuler-Donner Productions,5739,11566
942,Warner Bros.,6194,11566
943,Northern Lights Entertainment,8816,11566
944,Gramercy Pictures,37,9571
945,Alphaville Productions,6556,9571
946,The Criterion Collection,10932,9571
947,Silver Pictures,1885,9739
948,Warner Bros.,6194,9739
949,Fine Line Features,8,34444
950,Metro-Goldwyn-Mayer (MGM),8411,26141
951,Beijing Film Studio,708,10997
952,China Film Co-Production Corporation,2269,10997
953,Maverick Picture Company,36863,10997
954,Orion Pictures,41,50463
955,Nelson Entertainment,365,50463
956,Spring Creek Productions,705,10443
957,Warner Bros.,6194,10443
958,Spring Creek Productions,705,16297
959,Warner Bros.,6194,16297
960,Paramount Pictures,4,18551
961,Spring Creek Productions,705,18551
962,Mirage,19534,18551
963,Fine Line Features,8,25440
964,Universal Studios,13,9024
965,Imagine Entertainment,23,9024
966,Paramount Pictures,4,37233
967,Mirage Enterprises,932,37233
968,Davis Entertainment,1302,37233
969,Canal Plus,104,1634
970,Regency Enterprises,508,1634
971,Alcor Films,644,1634
972,Warner Bros.,6194,1634
973,Donner/Shuler-Donner Productions,23397,1634
974,Miramax Films,14,13815
975,Warner Bros.,6194,5503
976,Columbia Pictures,5,35588
977,Universal Pictures,33,2087
978,Largo Entertainment,1644,2087
979,Metro-Goldwyn-Mayer (MGM),8411,41579
980,Killer Films,1422,18620
981,The Samuel Goldwyn Company,8888,18620
982,Can I Watch,89521,18620
983,Islet,89522,18620
984,KPVI,89523,18620
985,Gramercy Pictures,37,41006
986,Hollywood Pictures,915,4916
987,Universal Pictures,33,2019
988,Renaissance Pictures,467,2019
989,Alphaville Films,11462,2019
990,Regency Enterprises,508,31642
991,Warner Bros.,6194,31642
992,Twentieth Century Fox Film Corporation,306,9255
993,Sidley Wright & Associates,11751,9255
994,Spelling Entertainment,272,26271
995,IRS Media,1930,26271
996,Republic Pictures (II),10348,26271
997,Miramax Films,14,10612
998,Parallax Pictures,983,10612
999,Det Danske Filminstitut,118,2259
1000,Spring Creek Productions,705,2259
1001,Eurimages,850,2259
1002,Costa do Castelo Filmes,10598,2259
1003,Neue Constantin Film,13096,2259
1004,House of Spirits Film,33027,2259
1005,PolyGram Filmed Entertainment,1382,11934
1006,Silver Pictures,1885,11934
1007,Warner Bros.,6194,11934
1008,Working Title Films,10163,11934
1009,PolyGram Filmproduktion,23873,11934
1010,Gracie Films,18,106143
1011,Columbia Pictures Corporation,441,106143
1012,Hollywood Pictures,915,12475
1013,Castle Rock Entertainment,97,9386
1014,Columbia Pictures Corporation,441,9386
1015,Universal Pictures,33,7984
1016,Hells Kitchen Films,2307,7984
1017,Touchstone Pictures,9195,59930
1018,Touchstone Pictures,9195,15765
1019,Paramount Pictures,4,31643
1020,Baltimore Pictures,11407,31643
1021,Universal Pictures,33,6
1022,Largo Entertainment,1644,6
1023,JVC Entertainment Networks,4248,6
1024,Universal Pictures,33,329
1025,Amblin Entertainment,56,329
1026,Propaganda Films,278,10909
1027,Kouf/Bigelow Productions,3589,10909
1028,Live Entertainment,285,507
1029,Gramercy Pictures,37,34024
1030,Paramount Pictures,4,29918
1031,Columbia Pictures Corporation,441,9593
1032,Oak Productions,55528,9593
1033,Touchstone Pictures,9195,42580
1034,Savoy Pictures,11308,22317
1035,Geffen Pictures,360,1413
1036,Warner Bros.,6194,1413
1037,Regency Enterprises,508,12121
1038,Warner Bros.,6194,12121
1039,Columbia Pictures,5,2246
1040,New Line Cinema,12,2246
1041,Castle Rock Entertainment,97,2246
1042,Nelvana Limited,1023,2246
1043,Icon Entertainment International,4564,10502
1044,Warner Bros.,6194,10502
1045,TriStar Pictures,559,10440
1046,New Line Cinema,12,9516
1047,Silver Pictures,1885,2320
1048,Warner Bros.,6194,2320
1049,Argos Films,6116,5879
1050,Oshima Productions,13139,5879
1051,Shibata Organisation,14668,5879
1052,The Samuel Goldwyn Company,8888,83718
1053,Good Machine,10565,83718
1054,Renaissance Films,3102,11971
1055,American Playhouse Theatrical Films,8827,11971
1056,TriStar Pictures,559,2625
1057,Rastar Films,1177,2625
1058,Warner Bros.,6194,31911
1059,The Samuel Goldwyn Company,8888,31911
1060,Night Life Inc.,16827,31911
1061,Twentieth Century Fox Film Corporation,306,788
1062,Blue Wolf,10230,788
1063,Thin Man Films,10100,21450
1064,The Criterion Collection,10932,21450
1065,Columbia Pictures Corporation,441,11231
1066,Regency Enterprises,508,41588
1067,Alcor Films,644,41588
1068,Ixtlan,4198,41588
1069,Warner Bros.,6194,41588
1070,New Regency Pictures,10104,41588
1071,Columbia Pictures Corporation,441,10447
1072,Pacific Western,1280,10447
1073,Allied Filmmakers,1755,10447
1074,Platinum Pictures,4972,10447
1075,Columbia Pictures,5,31586
1076,New Line Cinema,12,31586
1077,Castle Rock Entertainment,97,31586
1078,Mikado Film,11912,9300
1079,Lenfilm Studio,27593,9300
1080,Adventure Pictures,36765,9300
1081,Malpaso Productions,171,9559
1082,Warner Bros.,6194,9559
1083,TriStar Pictures,559,9800
1084,Clinica Estetico,1274,9800
1085,New South Wales Film & Television Office,418,713
1086,The Australian Film Commission,5186,713
1087,CiBy 2000,7832,713
1088,Jan Chapman Productions,14089,713
1089,Columbia Pictures,5,8291
1090,Touchstone Pictures,9195,18133
1091,Hollywood Pictures,915,25557
1092,Universal Pictures,33,22588
1093,Touchstone Pictures,9195,10872
1094,Don Simpson/Jerry Bruckheimer Films,10288,10872
1095,Columbia Pictures,5,1245
1096,Merchant Ivory Productions,2370,1245
1097,Cinergi Pictures Entertainment,1504,11858
1098,Touchstone Pictures,9195,11858
1099,Twentieth Century Fox Film Corporation,306,7007
1100,Walrus & Associates,8780,7007
1101,Columbia Pictures,5,10467
1102,Beacon Pictures,10157,10467
1103,Orion Pictures,41,5550
1104,Gaumont,9,8005
1105,Twentieth Century Fox Film Corporation,306,8005
1106,Brooksfilms,5612,8005
1107,Working Title Films,10163,2088
1108,Polygram Filmed Entertainment,31080,2088
1109,Hilary Henkin,36907,2088
1110,The Australian Film Commission,5186,10412
1111,Film Victoria,11840,10412
1112,Seon Film Productions,39712,10412
1113,Romper Stomper Pty. Ltd.,50619,10412
1114,Ruby in Paradise,75712,47889
1115,Full Crew/Say Yea,75713,47889
1116,TriStar Pictures,559,14534
1117,David V. Picker Productions,14374,56583
1118,Nessa Hyams,36789,56583
1119,Carrie Productions Inc.,36790,56583
1120,Société Nouvelle de Cinématographie,249,41878
1121,La Sept Cinéma,16366,41878
1122,Universal Pictures,33,424
1123,Amblin Entertainment,56,424
1124,Twentieth Century Fox Film Corporation,306,35233
1125,Santo Domingo Film & Music Video,28822,35233
1126,Mirage Enterprises,932,14291
1127,Regency Enterprises,508,103413
1128,Alcor Films,644,103413
1129,Warner Bros.,6194,103413
1130,Fron Film Production,37265,103413
1131,American Zoetrope,70,11236
1132,Warner Bros.,6194,11236
1133,Savoy Pictures,11308,11592
1134,Polar Entertainment,17411,11592
1135,Universal Pictures,33,8850
1136,Shadowlands Productions,5553,10445
1137,Savoy Pictures,11308,10445
1138,Fine Line Features,8,695
1139,Spelling Entertainment,272,695
1140,Avenue Entertainment,408,695
1141,Touchstone Pictures,9195,43535
1142,Miramax Films,14,12519
1143,Sarah Radclyffe Productions - Sirens Limited,25158,12519
1144,British Screen Finance Ltd,25159,12519
1145,Samson Productions II,25160,12519
1146,Metro-Goldwyn-Mayer (MGM),8411,23210
1147,New Regency Pictures,10104,23210
1148,Maiden Movies,36889,23210
1149,TriStar Pictures,559,858
1150,Paramount Pictures,4,867
1151,Robert Evans Company,94856,867
1152,Shaw Brothers,5798,78
1153,Warner Bros.,6194,78
1154,The Ladd Company,7965,78
1155,Hollywood Pictures,915,13203
1156,TriStar Pictures,559,10442
1157,Columbia Pictures Industries,5848,11074
1158,Columbia Films S.A.,6386,11074
1159,Hollywood Pictures,915,9607
1160,Cinergi Pictures Entertainment,1504,9607
1161,Allied Filmmakers,1755,9607
1162,Walt Disney,5888,9607
1163,Nintendo,12288,9607
1164,New Line Cinema,12,17585
1165,Hollywood Pictures,915,9057
1166,PolyGram Filmed Entertainment,1382,9057
1167,Interscope Communications,10201,9057
1168,Nomura Babcock & Brown,12883,9057
1169,Rhombus Media,164,20967
1170,TriStar Pictures,559,10635
1171,Motion Picture Corporation of America (MPCA),11061,10635
1172,Tim Burton Productions,8601,9479
1173,Skellington Productions Inc.,8835,9479
1174,Touchstone Pictures,9195,9479
1175,Walt Disney Pictures,2,10057
1176,Caravan Pictures,175,10057
1177,Hollywood Pictures,915,11969
1178,Cinergi Pictures Entertainment,1504,11969
1179,Warner Bros.,6194,41590
1180,Morgan Creek Productions,10210,41590
1181,Davis-Films,342,319
1182,August Entertainment,3322,319
1183,Warner Bros.,6194,319
1184,Morgan Creek Productions,10210,319
1185,Twentieth Century Fox Film Corporation,306,15139
1186,Turner Pictures (I),6189,15139
1187,Téléfilm Canada,806,161158
1188,The Ontario Film Development Corporation,1203,161158
1189,Alliance Communications Corporation,2480,161158
1190,Republic Pictures (II),10348,85247
1191,Keystone Film Company (II),37572,85247
1192,Renn Productions,82,51980
1193,France 2 Cinéma,83,51980
1194,DD Productions,1524,51980
1195,Warner Bros.,6194,24405
1196,Morgan Creek Productions,10210,24405
1197,CNCAIMC,6566,11655
1198,Fine Line Features,8,11800
1199,Some Film,2658,11800
1200,CiBy 2000,7832,8223
1201,El Deseo S.A.,11736,8223
1202,Channel 4 Television,5778,14587
1203,Columbia Pictures,5,31504
1204,Castle Rock Entertainment,97,31504
1205,SVT Drama,157,41653
1206,Nordisk Film,235,41653
1207,Svensk Filmindustri (SF),6181,41653
1208,Svenska Filminstitutet (SFI),7446,41653
1209,Fine Line Features,8,17600
1210,Swelter Films,55150,17600
1211,Buckeye Films,55151,17600
1212,Universal Pictures,33,10897
1213,Amblin Entertainment,56,10897
1214,King World Entertainment,23506,10897
1215,Paramount Pictures,4,21352
1216,TriStar Pictures,559,37345
1217,Sony Pictures Classics,58,32562
1218,Channel Four Films,181,32562
1219,Arte,201,32562
1220,Brillstein-Grey Entertainment,1606,32562
1221,Home Box Office (HBO),3268,32562
1222,Columbia Pictures Television,3614,32562
1223,Zweites Deutsches Fernsehen (ZDF),4606,32562
1224,Telling Pictures,58855,32562
1225,Sacher Film,9364,25403
1226,La Sept Cinéma,16366,25403
1227,Banfilm,20769,25403
1228,Oscar Kramer S.A.,37352,124304
1229,Aura Film,37353,124304
1230,Mojame S.A.,37354,124304
1231,Paramount Pictures,4,9066
1232,Twentieth Century Fox Film Corporation,306,771
1233,Hughes Entertainment,477,771
1234,Paramount Pictures,4,251
1235,Walt Disney Pictures,2,812
1236,Lightstorm Entertainment,574,280
1237,Pacific Western,1280,280
1238,Canal+,5358,280
1239,Carolco Pictures,14723,280
1240,T2 Productions,61409,280
1241,Tig Productions,335,581
1242,Majestic Films International,2630,581
1243,Shapiro-Glickenhaus Entertainment,16636,80350
1244,PolyGram Filmed Entertainment,1382,268
1245,The Guber-Peters Company,4357,268
1246,Warner Bros.,6194,268
1247,Orion Pictures,41,274
1248,Strong Heart/Demme Production,55072,274
1249,Walt Disney Productions,3166,408
1250,Walt Disney Pictures,2,10020
1251,Walt Disney Animation Studios,6125,10020
1252,Silver Screen Partners IV,10282,10020
1253,RKO Radio Pictures,6,10895
1254,Walt Disney Productions,3166,10895
1255,Touchstone Pictures,9195,114
1256,Silver Screen Partners IV,10282,114
1257,Sodaperaga Productions,7399,41043
1258,La Sept Cinéma,23647,41043
1259,Fontaine Sarl,38963,41043
1260,Warner Brothers/Seven Arts,4051,576
1261,Trimark Pictures,4063,15477
1262,Long Shong Pictures,5551,59146
1263,Twentieth Century Fox Film Corporation,306,30528
1264,Ubu Productions,46108,30528
1265,Twentieth Century Fox Film Corporation,306,7300
1266,Fox 2000 Pictures,711,7300
1267,Via Rosa Productions,10103,7300
1268,Rosa Productions,81131,7300
1269,Propaganda Films,278,10824
1270,PolyGram Filmed Entertainment,1382,10824
